Title,Link,Occupation,Company,Company Web,Company Location,Specs
Oracle Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/b196cspa4qbc-oracle-developer-ultimate-solutions-egypt-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Ultimate-Solutions-Egypt-Egypt-20844,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Information Technology (IT) · Oracle · oracle developer · Software Development · Database
"Junior Front End Developer ""Outsource""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/afzo3e8pioxu-junior-front-end-developer-outsource-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridEntry Level · 2 - 2 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · coding · Agile · Communication skills · Computer Science · Development · Design · Information Technology (IT)
DevOps Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wnos625vjcru-devops-engineer-wuzzuf-cairo-egypt,Full TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061,Full TimeHybridExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · DevOps · Automation · AWS · Python · Bash · CI/CD
"Product Specialist / Cairo, Giza & Alex.",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aibhfwiywjvz-product-specialist-cairo-giza-alex-egmed-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/EG-Medical-Systems-Egypt-4280,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Medical · Pharmaceutical · Pharmacy · selling skills · Science
Odoo Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ykl2o9jdzstj-odoo-developer-kandil-industries-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Mekano-Egypt-109872,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Odoo · Python · REST · Software · Software Development
IT Help Desk,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tfdfcwoeyb9q-it-help-desk-izam-inc-giza-egypt,Full TimeOn-site,"Smart Village, Giza, Egypt ","Smart Village, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Izam--inc--Egypt-39467,Full TimeOn-siteEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · CCNA · Computer Science · Information Technology (IT) · Software · Networking · Help desk · Troubleshooting · Technical Support · OSI
Senior UX/UI Designer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d90kmjkonxqh-senior-uxui-designer-dimofinf-operations-center-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Dimofinf-Operations-Center-Egypt-56,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · front-end · HTML5 · Information Technology (IT) · JavaScript · photoshop
Technical Consultant,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/v5kuyzaldzuy-technical-consultant-amman-jordan,Full TimeFreelance / ProjectRemote,"Amman, Jordan ","Amman, Jordan ",,Full TimeFreelance / ProjectRemoteExperienced · 5 - 11 Yrs of Exp · Customer Service/Support · IT/Software Development · Strategy/Consulting · Computer Science · Information Technology (IT) · Consulting · Software · Azure · D365 · Dynamics 365
AI Project Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tfphgnhtlhwa-ai-project-manager-arabian-data-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/arabian-data-egypt-129507,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Administration · IT/Software Development · Project/Program Management · Project Management · Software · Information Technology (IT) · Project · Science · Software Development · Communication
Oracle DBA,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jdmx5marrfwl-oracle-dba-mobily-infotech-ltd-india-cairo-egypt,Full TimeHybrid,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/careers-mobilyinfotech-in-111215,Full TimeHybridExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Oracle DBA · DBA · Oracle · Administration · Computer Science · database administration · Database · Databases · Information Technology (IT)
GIS Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oqbgsqfuhrbj-gis-analyst-geotech3d-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/geotech3d-egypt-129184,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Information Technology (IT) · Computer Science · GIS · BI
Infection Control Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uevxvy0socbt-infection-control-specialist-misr-international-hospital-giza-egypt,Full TimeOn-site,"Dokki, Giza, Egypt ","Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/careers/-104632,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Medical/Healthcare · Control · Dentistry · Infection · Infection Control · is · MEDICINE · Pharmacy · QA
Senior Angular Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tvcdnw9ud7cm-senior-angular-developer-al-ateeq-software-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Al-Ateeq-Software-Egypt-111883,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Communication skills · Computer Science · front-end · Information Technology (IT) · Software Engineering · UI/UX · Development
Network Instructor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yv7r9dbgwlps-network-instructor-mica-giza-egypt,Full TimeOn-site,"Haram, Giza, Egypt ","Haram, Giza, Egypt ",https://wuzzuf.net/jobs/careers/MICA-Egypt-36968,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Teaching · Information Technology (IT) · Electronics · Engineering · Network · Networking
Quality Assurance IPC Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qjo5ue7tj42m-quality-assurance-ipc-supervisor-eva-cosmetics-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/EVA-Cosmetics-Egypt-8243,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · R&D/Science · Quality · Pharmaceutical · Quality Assurance · quality · Cosmetics · Science
Full Stack Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iq2rqh3tkncp-full-stack-developer-santa-clara-united-states,Part TimeRemote,"Santa Clara, United States ","Santa Clara, United States ",,Part TimeRemoteExperienced · 8 - 12 Yrs of Exp · IT/Software Development · JavaScript · Full Stack · Angular · Computer Science · CSS · HTML · Information Technology (IT) · Java · jQuery
IT Solution & Hardware Sales Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/95qcrdn7t8mb-it-solution-hardware-sales-manager-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Information Technology (IT) · it solution · IT · Sales · Sales Manager · sales skills · Sales Target
IoT Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/a8c0jc4b7lj1-iot-engineer-hits-solutions-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/HITS-Solutions-Egypt-3358,Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IOT · Engineering · Computer Science · Information Technology (IT) · MQTT · Embedded Systems · Python · Azure
Technical Lead,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uw5bfue71ulv-technical-lead-billqode-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/billqode-egypt-128680,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Agile · AWS · Computer Science · Design · Docker · Engineering · Information Technology (IT) · JavaScript
Senior Front End Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fve4vb00kbnn-senior-front-end-developer-billqode-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/billqode-egypt-128680,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · React · Information Technology (IT) · HTML5 · Software Development · JavaScript · API · APIs
Technical Office Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1tcfzqycmsox-technical-office-engineer-bita-misr-giza-egypt,Full TimeOn-site,"Giza, Egypt ","Giza, Egypt ",https://wuzzuf.net/jobs/careers/Mixa-for-Construction-Chemicals-Egypt-13906,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · females_only · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · business · Communication · Computer Science · Engineering · excel · Information Technology (IT) · Microsoft · Microsoft Office
"Integration Developer "" TIBCO""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1boicq8pa9sn-integration-developer-tibco-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · PLSQL · XML · XPath · Computer Science · OOP · TIBCO · BW5
Web Development Internship,https://wuzzuf.nethttps://wuzzuf.net/internship/v0cc8lcsrgf1-web-development-internship-osolutions-cairo-egypt,InternshipOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/ask-sev-Egypt-34672,InternshipOn-siteEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · PHP Web Development · PHP · PHP Programming · PHP Frameworks · PHP Development · Computer Science · Software Development · Web Development · Back-End Development
Jr Executive – Fintech Client Support,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ckhvwigesqqn-jr-executive-fintech-client-support-icrms-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/ICRMS-Egypt-89741,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Operations/Management · Quality · Software Testing · Business Analysis · Database Systems · Customer Operations Performance Centre · Computer Science
Backend Developers (Node.JS),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bflpkpki4mr3-backend-developers-nodejs-casco-group-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/casco-group-egypt-129750,Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Node.js · backend · APIs · Software Development · Software Engineering · AWS · Information Technology (IT) · Backend Architecture · Computer Science
Implementation Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uvxopkljkub4-implementation-engineer-e7cyber-fzco-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/e7cyber-fzco-united-arab-emirates-129178,Full TimeOn-siteExperienced · 6 - 20 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Configuration · English · Computer Science · Implementation · Information Technology (IT) · Installation · Engineering
ERP Functional Support Specialist / Engineer (Microsoft Dynamics),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xsvxaz9iizd6-erp-functional-support-specialist-engineer-microsoft-dynamics-eagle-chemicals-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Eagle-12429,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Dynamics AX · ERP · Computer Science · Engineering · Microsoft dynamics 365 · Microsoft Dynamics · Accounting
Quality Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ucungsdsvcop-quality-engineer-fayoum-egypt,Full TimeOn-site,"Fayoum, Egypt ","Fayoum, Egypt ",,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality Control · Quality Assurance · ISO 9001 · Production · Analysis · Science · Industrial Engineering · Engineering
Senior Process Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gz6kkavka6jj-senior-process-engineer-icon-holding-cairo-egypt,Full TimeOn-site,"Helwan, Cairo, Egypt ","Helwan, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Process · ISO · Mechanical · Six Sigma · Computer Science · Information Technology (IT) · Management
Frontend Developer- React/ React Native,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vy8o6tl0muc6-frontend-developer-react-react-native-egabi-fsi-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · front-end · React · React.js · Software Development · Information Technology (IT) · Web Applications
Senior Quality Control Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kr2u4itnnpxa-senior-quality-control-engineer-kandil-glass-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Manufacturing/Production · Quality · Engineering · Audit · Science · quality · Quality Control · Safety · SAP · Leadership
Senior Business Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/njxpimk1zhk0-senior-business-analyst-innotech-giza-egypt,Full TimeOn-site,"Dokki, Giza, Egypt ","Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/careers/innotech-Egypt-74250,Full TimeOn-siteManager · 7 - 12 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Agile · Analyst · business · Business Analysis · Business Development · Computer Science · UML
IT Support Intern - Undergraduates,https://wuzzuf.nethttps://wuzzuf.net/internship/uker7cm6uvab-it-support-intern-undergraduates-air-arabia-giza-egypt,InternshipOn-site,"Mohandessin, Giza, Egypt ","Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Air-Arabia-United-Arab-Emirates-24864,InternshipOn-siteStudent · IT/Software Development · Information Technology (IT) · Computer Science · computer · Communication skills · Software Engineering · Information Systems · Management · Systems · interns
Backend Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tbprum16rkag-backend-developer-cairo-egypt,Full TimeHybrid,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",,Full TimeHybridExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · backend · Computer Science · CSS · Docker · Git · HTML · Information Technology (IT)
Senior Product Designer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/awroh1ujn5jq-senior-product-designer-wuzzuf-cairo-egypt,Full TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061,Full TimeHybridExperienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Adobe XD · Agile · Computer Science · Design · Development · Information Technology (IT) · IT
Junior Software Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zzqokiy9s0mf-junior-software-engineer-devency-cairo-egypt,Full TimeRemote,"Nozha, Cairo, Egypt ","Nozha, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Devency-Canada-120241,Full TimeRemoteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Firebase · React · JavaScript · Computer Science · Software Engineering · Software Development
Python (Django) Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ddbfgv871jlo-python-django-developer-teqneia-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Teqneia-Egypt-19615,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Django · APIs · Development · Information Technology (IT) · Computer Science · Git · Odoo
Cost Control Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xkgvnpqftak2-cost-control-engineer-genedy-construction-cairo-egypt,Full TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-98397,Full TimeHybridExperienced · 2 - 3 Yrs of Exp · males_preferred · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Cost Control · Construction · Engineering · Civil · Computer Science · Control · Electrical · Cost
Mid-Level Full Stack Developer (NestJS + React),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dtd0h9z7ovxv-mid-level-full-stack-developer-nestjs-react-apes-enterprise-solutions-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/apes-enterprise-solutions-egypt-129224,Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · React · AWS · MySQL · Git · REST · Software Development · NestJS · Node.js · React.js
IT Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xwwhcx93v8c9-it-specialist-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Technical Support
Junior Planning Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vuelmwurzobo-junior-planning-engineer-delta-egypt-for-lighting-cairo-egypt,Full TimeOn-site,"Obour City, Cairo, Egypt ","Obour City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Delta-Egypt-Foreign-Trade-Egypt-5797,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Industrial Engineering · Mechanical Engineering · Mechanical · Planning · Communication · Computer Science · ERP · Information Technology (IT)
AI Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wpkwlfmtskc6-ai-engineer-agchat-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/agchat-united-states-129491,Full TimeRemoteEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer science · AI
Chief Technology Officer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/c97xt6ofdiqy-chief-technology-officer-cairo-egypt,Full TimeHybrid,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",,Full TimeHybridManager · 10+ Yrs of Exp · C-Level Executive/GM/Director · Engineering - Telecom/Technology · Agile · business · Computer Engineering · Computer Science · CTO · Engineering · Finance · Information Technology (IT)
Oracle ADF Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vwcum9d04mff-oracle-adf-developer-informatique-education-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Informatique-Egypt-6845,Full TimeOn-siteExperienced · 4+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · ADF · Computer Science · Design · Information Technology (IT) · Testing · Oracle · JSF
Compound Security Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rvjroqceyiur-compound-security-manager-giza-egypt,Full TimeOn-site,"Hadayek October, Giza, Egypt ","Hadayek October, Giza, Egypt ",,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Administration · Operations/Management · Sales/Retail · Communication skills · Computer Skills · Security · Access Control · Communication · computer · CCTV
Senior Presales Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9lecja9zrje3-senior-presales-engineer-itvision-for-computer-services-giza-egypt,Full TimeOn-site,"Dokki, Giza, Egypt ","Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/careers/itvision-for-computer-services-egypt-128793,Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Communication · Engineering · Computer Science · Information Technology (IT) · Planning · Presales · Analysis
Sales Accounts Manager - IT Healthcare industry,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xdpd64lkvc6p-sales-accounts-manager---it-healthcare-industry-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Sales · Sales Field · Software Sales · Healthcare Marketing · Health Care · Communication · Account Management
Senior Oracle ADF Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hx3fwpqfggo2-senior-oracle-adf-developer-informatique-education-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Informatique-Egypt-6845,Full TimeOn-siteExperienced · 10+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · ADF · Computer Science · Design · Information Technology (IT) · Testing · Oracle · JSF
Application Consultant (Sales Buzz Product),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eotjkey6efb8-application-consultant-sales-buzz-product-bi-technologies-cairo-egypt,Full TimeHybrid,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526,Full TimeHybridExperienced · 2 - 6 Yrs of Exp · males_preferred · Installation/Maintenance/Repair · IT/Software Development · Analyst/Research · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Telecom Engineering · Software · Software Implementation
Continuous Improvement Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/daq4fumgkmoa-continuous-improvement-engineer-masria-digital-payment-mdp-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Other · Continuous Improvement · Six Sigma · kaizen · Quality Control · Production · QC · Engineering
Production Internship - Alexandria,https://wuzzuf.nethttps://wuzzuf.net/internship/ujaqy4pvuemd-production-internship-alexandria-prometeon-tyres-group-egypt-alexandria-egypt,InternshipOn-site,"Ameria, Alexandria, Egypt ","Ameria, Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/Pirelli-Egypt-4786,InternshipOn-siteEntry Level · 0 - 1 Yrs of Exp · Manufacturing/Production · Science · Production · Mechanical Engineering · Engineering · Chemistry · Media Production · quality
Senior Frontend Developer- Angular,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/go94gqyn1hoi-senior-frontend-developer-angular-egabi-fsi-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · javaScript · CSS · CSS3 · Software Development · Angular2+ · Angular
Senior Java Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wpoeeiyakmx4-senior-java-developer-egabi-fsi-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Full TimeOn-siteExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Git · Information Technology (IT) · Java · OOP · Software · Computer Science · Software Engineering
Express.js Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lp9svshkmjfg-expressjs-developer-eltarek-group-alexandria-egypt,Freelance / ProjectRemote,"Alexandria, Egypt ","Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/ElTarek-Automotive-Egypt-49065,Freelance / ProjectRemoteExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Git · Engineering · Software Engineering · Information Technology (IT) · JavaScript
HSE Specialist- Factory,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/awxxawkt84am-hse-specialist-factory-alunile-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/AluNile-Egypt-25893,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Quality · Engineering - Other · HSE · Engineering · OSHA · First Aid · Risk Assessment · Fire Fighting · Scaffolding · Construction
IT Help Desk Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bxwrbcpakoqo-it-help-desk-specialist-egypro-fme-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Egypro-FME-Egypt-8429,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Help Desk · Installation · Troubleshooting · Maintenance · CCNA
Senior Android Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uihqzkigo5ez-senior-android-developer-34ml-cairo-egypt,Full TimeHybrid,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/34way-Egypt-15979,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · REST · JSON · Maintenance · Mobile application · Software · Computer Science
Senior Laravel Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qauaxnqnbcum-senior-laravel-developer-34ml-cairo-egypt,Full TimeHybrid,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/34way-Egypt-15979,Full TimeHybridExperienced · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · MVC · Engineering · Git
